sample_num	time_passed	sampling_interval	epoch_time	imaging_frame	stimulus_epoch	stim_frame	stim_info1	stim_info2	stim_info3	
48	0.017	0.806	0	1.0	48	[0. 0.]	0	0	
49	0.017	0.823	0	1.0	49	[0. 0.]	0	0	
50	0.017	0.840	0	1.0	50	[0. 0.]	0	0	
51	0.017	0.856	0	1.0	51	[0. 0.]	0	0	
52	0.017	0.874	0	1.0	52	[0. 0.]	0	0	
53	0.016	0.890	0	1.0	53	[0. 0.]	0	0	
54	0.017	0.907	0	1.0	54	[0. 0.]	0	0	
55	0.016	0.923	0	1.0	55	[0. 0.]	0	0	
56	0.017	0.940	0	1.0	56	[0. 0.]	0	0	
57	0.017	0.957	0	1.0	57	[0. 0.]	0	0	
58	0.016	0.973	0	1.0	58	[0. 0.]	0	0	
59	0.017	0.990	0	1.0	59	[0. 0.]	0	0	
60	0.016	1.006	0	1.0	60	[0. 0.]	0	0	
61	0.017	1.023	0	1.0	61	[0. 0.]	0	0	
62	0.016	1.040	0	1.0	62	[0. 0.]	0	0	
63	0.017	1.056	0	1.0	63	[0. 0.]	0	0	
64	0.017	1.073	0	1.0	64	[0. 0.]	0	0	
65	0.018	1.091	0	1.0	65	[0. 0.]	0	0	
66	0.014	1.106	0	1.0	66	[0. 0.]	0	0	
67	0.017	1.123	0	1.0	67	[0. 0.]	0	0	
68	0.016	1.140	0	1.0	68	[0. 0.]	0	0	
69	0.016	1.156	0	1.0	69	[0. 0.]	0	0	
70	0.016	1.173	0	1.0	70	[0. 0.]	0	0	
71	0.017	1.189	0	1.0	71	[0. 0.]	0	0	
72	0.017	1.207	0	1.0	72	[0. 0.]	0	0	
73	0.016	1.223	0	1.0	73	[0. 0.]	0	0	
74	0.017	1.240	0	1.0	74	[0. 0.]	0	0	
75	0.016	1.256	0	1.0	75	[0. 0.]	0	0	
76	0.017	1.273	0	1.0	76	[0. 0.]	0	0	
77	0.016	1.290	0	1.0	77	[0. 0.]	0	0	
78	0.017	1.307	0	1.0	78	[0. 0.]	0	0	
79	0.016	1.323	0	1.0	79	[0. 0.]	0	0	
80	0.017	1.340	0	1.0	80	[0. 0.]	0	0	
81	0.016	1.356	0	1.0	81	[0. 0.]	0	0	
82	0.017	1.373	0	1.0	82	[0. 0.]	0	0	
83	0.017	1.390	0	1.0	83	[0. 0.]	0	0	
84	0.016	1.406	0	1.0	84	[0. 0.]	0	0	
85	0.017	1.424	0	1.0	85	[0. 0.]	0	0	
86	0.016	1.440	0	1.0	86	[0. 0.]	0	0	
87	0.017	1.456	0	1.0	87	[0. 0.]	0	0	
88	0.017	1.473	0	1.0	88	[0. 0.]	0	0	
89	0.016	1.490	0	1.0	89	[0. 0.]	0	0	
90	0.017	1.507	0	1.0	90	[0. 0.]	0	0	
91	0.017	1.523	0	1.0	91	[0. 0.]	0	0	
92	0.017	1.540	0	1.0	92	[0. 0.]	0	0	
93	0.017	1.556	0	1.0	93	[0. 0.]	0	0	
94	0.017	1.573	0	1.0	94	[0. 0.]	0	0	
95	0.017	1.590	0	1.0	95	[0. 0.]	0	0	
96	0.017	1.607	0	1.0	96	[0. 0.]	0	0	
97	0.017	1.624	0	1.0	97	[0. 0.]	0	0	
98	0.016	1.640	0	1.0	98	[0. 0.]	0	0	
99	0.017	1.657	0	1.0	99	[0. 0.]	0	0	
100	0.017	1.674	0	1.0	100	[0. 0.]	0	0	
101	0.016	1.690	0	1.0	101	[0. 0.]	0	0	
102	0.017	1.707	0	1.0	102	[0. 0.]	0	0	
103	0.016	1.723	0	1.0	103	[0. 0.]	0	0	
104	0.017	1.740	0	1.0	104	[0. 0.]	0	0	
105	0.016	1.757	0	1.0	105	[0. 0.]	0	0	
106	0.016	1.773	0	1.0	106	[0. 0.]	0	0	
107	0.017	1.790	0	1.0	107	[0. 0.]	0	0	
108	0.016	1.806	0	1.0	108	[0. 0.]	0	0	
109	0.017	1.823	0	1.0	109	[0. 0.]	0	0	
110	0.017	1.840	0	1.0	110	[0. 0.]	0	0	
111	0.016	1.856	0	1.0	111	[0. 0.]	0	0	
112	0.017	1.873	0	1.0	112	[0. 0.]	0	0	
113	0.017	1.890	0	1.0	113	[0. 0.]	0	0	
114	0.016	1.906	0	1.0	114	[0. 0.]	0	0	
115	0.018	1.924	0	1.0	115	[0. 0.]	0	0	
116	0.016	1.940	0	1.0	116	[0. 0.]	0	0	
117	0.017	1.957	0	1.0	117	[0. 0.]	0	0	
118	0.017	1.974	0	1.0	118	[0. 0.]	0	0	
119	0.015	1.990	0	1.0	119	[0. 0.]	0	0	
120	0.017	2.007	0	1.0	120	[0. 0.]	0	0	
121	0.016	2.023	0	1.0	121	[0. 0.]	0	0	
122	0.017	2.040	0	1.0	122	[0. 0.]	0	0	
123	0.016	2.056	0	1.0	123	[0. 0.]	0	0	
124	0.017	2.074	0	1.0	124	[0. 0.]	0	0	
125	0.016	2.090	0	1.0	125	[0. 0.]	0	0	
126	0.017	2.107	0	1.0	126	[0. 0.]	0	0	
127	0.016	2.123	0	1.0	127	[0. 0.]	0	0	
128	0.017	2.140	0	1.0	128	[0. 0.]	0	0	
129	0.017	2.157	0	1.0	129	[0. 0.]	0	0	
130	0.016	2.173	0	1.0	130	[0. 0.]	0	0	
131	0.017	2.190	0	1.0	131	[0. 0.]	0	0	
132	0.016	2.207	0	1.0	132	[0. 0.]	0	0	
133	0.017	2.223	0	1.0	133	[0. 0.]	0	0	
134	0.017	2.240	0	1.0	134	[0. 0.]	0	0	
135	0.016	2.256	0	1.0	135	[0. 0.]	0	0	
136	0.017	2.273	0	1.0	136	[0. 0.]	0	0	
137	0.017	2.290	0	1.0	137	[0. 0.]	0	0	
138	0.016	2.307	0	1.0	138	[0. 0.]	0	0	
139	0.017	2.323	0	1.0	139	[0. 0.]	0	0	
140	0.017	2.340	0	1.0	140	[0. 0.]	0	0	
141	0.017	2.358	0	1.0	141	[0. 0.]	0	0	
142	0.016	2.373	0	1.0	142	[0. 0.]	0	0	
143	0.017	2.391	0	1.0	143	[0. 0.]	0	0	
144	0.018	2.409	0	1.0	144	[0. 0.]	0	0	
145	0.016	2.425	0	1.0	145	[0. 0.]	0	0	
146	0.017	2.442	0	1.0	146	[0. 0.]	0	0	
147	0.016	2.459	0	1.0	147	[0. 0.]	0	0	
148	0.017	2.475	0	1.0	148	[0. 0.]	0	0	
149	0.017	2.492	0	1.0	149	[0. 0.]	0	0	
150	0.017	2.509	0	1.0	150	[0. 0.]	0	0	
151	0.016	2.525	0	1.0	151	[0. 0.]	0	0	
152	0.017	2.542	0	1.0	152	[0. 0.]	0	0	
153	0.016	2.559	0	1.0	153	[0. 0.]	0	0	
154	0.016	2.575	0	1.0	154	[0. 0.]	0	0	
155	0.017	2.593	0	1.0	155	[0. 0.]	0	0	
156	0.016	2.609	0	1.0	156	[0. 0.]	0	0	
157	0.017	2.626	0	1.0	157	[0. 0.]	0	0	
158	0.016	2.642	0	1.0	158	[0. 0.]	0	0	
159	0.017	2.659	0	1.0	159	[0. 0.]	0	0	
160	0.017	2.675	0	1.0	160	[0. 0.]	0	0	
161	0.017	2.692	0	1.0	161	[0. 0.]	0	0	
162	0.016	2.709	0	1.0	162	[0. 0.]	0	0	
163	0.016	2.725	0	1.0	163	[0. 0.]	0	0	
164	0.017	2.742	0	1.0	164	[0. 0.]	0	0	
165	0.016	2.759	0	1.0	165	[0. 0.]	0	0	
166	0.017	2.775	0	1.0	166	[0. 0.]	0	0	
167	0.017	2.793	0	1.0	167	[0. 0.]	0	0	
168	0.016	2.809	0	1.0	168	[0. 0.]	0	0	
169	0.017	2.825	0	1.0	169	[0. 0.]	0	0	
170	0.017	2.842	0	1.0	170	[0. 0.]	0	0	
171	0.016	2.859	0	1.0	171	[0. 0.]	0	0	
172	0.017	2.875	0	1.0	172	[0. 0.]	0	0	
173	0.017	2.892	0	1.0	173	[0. 0.]	0	0	
174	0.016	2.908	0	1.0	174	[0. 0.]	0	0	
175	0.017	2.925	0	1.0	175	[0. 0.]	0	0	
176	0.017	2.942	0	1.0	176	[0. 0.]	0	0	
177	0.016	2.959	0	1.0	177	[0. 0.]	0	0	
178	0.017	2.975	0	1.0	178	[0. 0.]	0	0	
179	0.017	2.993	0	1.0	179	[0. 0.]	0	0	
180	0.016	3.009	0	1.0	180	[0. 0.]	0	0	
181	0.017	3.026	0	1.0	181	[0. 0.]	0	0	
182	0.017	3.043	0	1.0	182	[0. 0.]	0	0	
183	0.016	3.059	0	1.0	183	[0. 0.]	0	0	
184	0.017	3.075	0	1.0	184	[0. 0.]	0	0	
185	0.017	3.093	0	1.0	185	[0. 0.]	0	0	
186	0.016	3.109	0	1.0	186	[0. 0.]	0	0	
187	0.017	3.125	0	1.0	187	[0. 0.]	0	0	
188	0.017	3.143	0	1.0	188	[0. 0.]	0	0	
189	0.016	3.159	0	1.0	189	[0. 0.]	0	0	
190	0.017	3.175	0	1.0	190	[0. 0.]	0	0	
191	0.017	3.192	0	1.0	191	[0. 0.]	0	0	
192	0.017	3.209	0	1.0	192	[0. 0.]	0	0	
193	0.016	3.225	0	1.0	193	[0. 0.]	0	0	
194	0.017	3.243	0	1.0	194	[0. 0.]	0	0	
195	0.016	3.259	0	1.0	195	[0. 0.]	0	0	
196	0.017	3.275	0	1.0	196	[0. 0.]	0	0	
197	0.017	3.292	0	1.0	197	[0. 0.]	0	0	
198	0.017	3.309	0	1.0	198	[0. 0.]	0	0	
199	0.016	3.326	0	1.0	199	[0. 0.]	0	0	
200	0.017	3.342	0	1.0	200	[0. 0.]	0	0	
201	0.017	3.359	0	1.0	201	[0. 0.]	0	0	
202	0.016	3.375	0	1.0	202	[0. 0.]	0	0	
203	0.017	3.393	0	1.0	203	[0. 0.]	0	0	
204	0.016	3.409	0	1.0	204	[0. 0.]	0	0	
205	0.017	3.426	0	1.0	205	[0. 0.]	0	0	
206	0.016	3.442	0	1.0	206	[0. 0.]	0	0	
207	0.017	3.459	0	1.0	207	[0. 0.]	0	0	
208	0.016	3.475	0	1.0	208	[0. 0.]	0	0	
209	0.017	3.492	0	1.0	209	[0. 0.]	0	0	
210	0.017	3.509	0	1.0	210	[0. 0.]	0	0	
211	0.017	3.526	0	1.0	211	[0. 0.]	0	0	
212	0.016	3.542	0	1.0	212	[0. 0.]	0	0	
213	0.017	3.559	0	1.0	213	[0. 0.]	0	0	
214	0.016	3.576	0	1.0	214	[0. 0.]	0	0	
215	0.017	3.593	0	1.0	215	[0. 0.]	0	0	
216	0.017	3.609	0	1.0	216	[0. 0.]	0	0	
217	0.016	3.625	0	1.0	217	[0. 0.]	0	0	
218	0.017	3.642	0	1.0	218	[0. 0.]	0	0	
219	0.017	3.659	0	1.0	219	[0. 0.]	0	0	
220	0.016	3.676	0	1.0	220	[0. 0.]	0	0	
221	0.017	3.692	0	1.0	221	[0. 0.]	0	0	
222	0.017	3.709	0	1.0	222	[0. 0.]	0	0	
223	0.016	3.725	0	1.0	223	[0. 0.]	0	0	
224	0.017	3.742	0	1.0	224	[0. 0.]	0	0	
225	0.017	3.760	0	1.0	225	[0. 0.]	0	0	
226	0.016	3.776	0	1.0	226	[0. 0.]	0	0	
227	0.017	3.792	0	1.0	227	[0. 0.]	0	0	
228	0.017	3.809	0	1.0	228	[0. 0.]	0	0	
229	0.017	3.826	0	1.0	229	[0. 0.]	0	0	
230	0.016	3.842	0	1.0	230	[0. 0.]	0	0	
231	0.017	3.859	0	1.0	231	[0. 0.]	0	0	
232	0.017	3.876	0	1.0	232	[0. 0.]	0	0	
233	0.016	3.892	0	1.0	233	[0. 0.]	0	0	
234	0.017	3.909	0	1.0	234	[0. 0.]	0	0	
235	0.016	3.925	0	1.0	235	[0. 0.]	0	0	
236	0.017	3.943	0	1.0	236	[0. 0.]	0	0	
237	0.017	3.959	0	1.0	237	[0. 0.]	0	0	
238	0.016	3.976	0	1.0	238	[0. 0.]	0	0	
239	0.017	3.993	0	1.0	239	[0. 0.]	0	0	
240	0.016	4.009	0	1.0	240	[0. 0.]	0	0	
241	0.016	4.025	0	2.0	1	[0.06666667 0.06666667]	0	0	
242	0.017	4.042	0	2.0	2	[0.1 0.1]	0	0	
243	0.016	4.059	0	2.0	3	[0.13333333 0.13333333]	0	0	
244	0.017	4.075	0	2.0	4	[0.16666667 0.16666667]	0	0	
245	0.017	4.092	0	2.0	5	[0.2 0.2]	0	0	
246	0.017	4.109	0	2.0	6	[0.23333333 0.23333333]	0	0	
247	0.017	4.126	0	2.0	7	[0.26666667 0.26666667]	0	0	
248	0.016	4.142	0	2.0	8	[0.3 0.3]	0	0	
249	0.017	4.159	0	2.0	9	[0.33333333 0.33333333]	0	0	
250	0.016	4.175	0	2.0	10	[0.36666667 0.36666667]	0	0	
251	0.017	4.192	0	2.0	11	[0.4 0.4]	0	0	
252	0.017	4.209	0	2.0	12	[0.43333333 0.43333333]	0	0	
253	0.016	4.225	0	2.0	13	[0.46666667 0.46666667]	0	0	
254	0.017	4.242	0	2.0	14	[0.5 0.5]	0	0	
255	0.017	4.259	0	2.0	15	[0.53333333 0.53333333]	0	0	
256	0.016	4.275	0	2.0	16	[0.56666667 0.56666667]	0	0	
257	0.017	4.292	0	2.0	17	[0.6 0.6]	0	0	
258	0.017	4.309	0	2.0	18	[0.63333333 0.63333333]	0	0	
259	0.017	4.326	0	2.0	19	[0.66666667 0.66666667]	0	0	
260	0.016	4.342	0	2.0	20	[0.7 0.7]	0	0	
261	0.017	4.360	0	2.0	21	[0.73333333 0.73333333]	0	0	
262	0.016	4.376	0	2.0	22	[0.76666667 0.76666667]	0	0	
263	0.017	4.392	0	2.0	23	[0.8 0.8]	0	0	
264	0.017	4.409	0	2.0	24	[0.83333333 0.83333333]	0	0	
265	0.016	4.426	0	2.0	25	[0.86666667 0.86666667]	0	0	
266	0.017	4.442	0	2.0	26	[0.9 0.9]	0	0	
267	0.017	4.459	0	2.0	27	[0.93333333 0.93333333]	0	0	
268	0.016	4.476	0	2.0	28	[0.96666667 0.96666667]	0	0	
269	0.017	4.492	0	2.0	29	[1. 1.]	0	0	
270	0.017	4.509	0	2.0	30	[1.03333333 1.03333333]	0	0	
271	0.016	4.526	0	2.0	31	[1.06666667 1.06666667]	0	0	
272	0.017	4.542	0	2.0	32	[1.1 1.1]	0	0	
273	0.017	4.559	0	2.0	33	[1.13333333 1.13333333]	0	0	
274	0.016	4.575	0	2.0	34	[1.16666667 1.16666667]	0	0	
275	0.017	4.593	0	2.0	35	[1.2 1.2]	0	0	
276	0.017	4.610	0	2.0	36	[1.23333333 1.23333333]	0	0	
277	0.016	4.626	0	2.0	37	[1.26666667 1.26666667]	0	0	
278	0.016	4.642	0	2.0	38	[1.3 1.3]	0	0	
279	0.017	4.660	0	2.0	39	[1.33333333 1.33333333]	0	0	
280	0.016	4.676	0	2.0	40	[1.36666667 1.36666667]	0	0	
281	0.017	4.692	0	2.0	41	[1.4 1.4]	0	0	
282	0.017	4.709	0	2.0	42	[1.43333333 1.43333333]	0	0	
283	0.017	4.726	0	2.0	43	[1.46666667 1.46666667]	0	0	
284	0.016	4.742	0	2.0	44	[1.5 1.5]	0	0	
285	0.017	4.759	0	2.0	45	[1.53333333 1.53333333]	0	0	
286	0.017	4.776	0	2.0	46	[1.56666667 1.56666667]	0	0	
287	0.016	4.792	0	2.0	47	[1.6 1.6]	0	0	
288	0.017	4.809	0	2.0	48	[1.63333333 1.63333333]	0	0	
289	0.017	4.827	0	2.0	49	[1.66666667 1.66666667]	0	0	
290	0.016	4.843	0	2.0	50	[1.7 1.7]	0	0	
291	0.017	4.859	0	2.0	51	[1.73333333 1.73333333]	0	0	
292	0.017	4.876	0	2.0	52	[1.76666667 1.76666667]	0	0	
293	0.017	4.893	0	2.0	53	[1.8 1.8]	0	0	
294	0.016	4.909	0	2.0	54	[1.83333333 1.83333333]	0	0	
295	0.017	4.926	0	2.0	55	[1.86666667 1.86666667]	0	0	
296	0.017	4.943	0	2.0	56	[1.9 1.9]	0	0	
297	0.016	4.959	0	2.0	57	[1.93333333 1.93333333]	0	0	
298	0.017	4.976	0	2.0	58	[1.96666667 1.96666667]	0	0	
299	0.017	4.993	0	2.0	59	[2. 2.]	0	0	
300	0.016	5.009	0	2.0	60	[2.03333333 2.03333333]	0	0	
301	0.017	5.027	0	2.0	61	[2.06666667 2.06666667]	0	0	
302	0.016	5.043	0	2.0	62	[2.1 2.1]	0	0	
303	0.017	5.059	0	2.0	63	[2.13333333 2.13333333]	0	0	
304	0.017	5.076	0	2.0	64	[2.16666667 2.16666667]	0	0	
305	0.017	5.093	0	2.0	65	[2.2 2.2]	0	0	
306	0.016	5.109	0	2.0	66	[2.23333333 2.23333333]	0	0	
307	0.017	5.126	0	2.0	67	[2.26666667 2.26666667]	0	0	
308	0.017	5.143	0	2.0	68	[2.3 2.3]	0	0	
309	0.018	5.161	0	2.0	69	[2.33333333 2.33333333]	0	0	
310	0.015	5.176	0	2.0	70	[2.36666667 2.36666667]	0	0	
311	0.017	5.193	0	2.0	71	[2.4 2.4]	0	0	
312	0.017	5.209	0	2.0	72	[2.43333333 2.43333333]	0	0	
313	0.017	5.227	0	2.0	73	[2.46666667 2.46666667]	0	0	
314	0.017	5.243	0	2.0	74	[2.5 2.5]	0	0	
315	0.018	5.261	0	2.0	75	[2.53333333 2.53333333]	0	0	
316	0.015	5.276	0	2.0	76	[2.56666667 2.56666667]	0	0	
317	0.017	5.293	0	2.0	77	[2.6 2.6]	0	0	
318	0.017	5.309	0	2.0	78	[2.63333333 2.63333333]	0	0	
319	0.017	5.326	0	2.0	79	[2.66666667 2.66666667]	0	0	
320	0.017	5.343	0	2.0	80	[2.7 2.7]	0	0	
321	0.017	5.359	0	2.0	81	[2.73333333 2.73333333]	0	0	
322	0.017	5.377	0	2.0	82	[2.76666667 2.76666667]	0	0	
323	0.016	5.393	0	2.0	83	[2.8 2.8]	0	0	
324	0.017	5.410	0	2.0	84	[2.83333333 2.83333333]	0	0	
325	0.017	5.426	0	2.0	85	[2.86666667 2.86666667]	0	0	
326	0.017	5.443	0	2.0	86	[2.9 2.9]	0	0	
327	0.017	5.460	0	2.0	87	[2.93333333 2.93333333]	0	0	
328	0.017	5.477	0	2.0	88	[2.96666667 2.96666667]	0	0	
329	0.016	5.493	0	2.0	89	[3. 3.]	0	0	
330	0.017	5.510	0	2.0	90	[3.03333333 3.03333333]	0	0	
331	0.016	5.526	0	2.0	91	[3.06666667 3.06666667]	0	0	
332	0.017	5.543	0	2.0	92	[3.1 3.1]	0	0	
333	0.016	5.559	0	2.0	93	[3.13333333 3.13333333]	0	0	
334	0.017	5.577	0	2.0	94	[3.16666667 3.16666667]	0	0	
335	0.016	5.593	0	2.0	95	[3.2 3.2]	0	0	
336	0.017	5.609	0	2.0	96	[3.23333333 3.23333333]	0	0	
337	0.017	5.627	0	2.0	97	[3.26666667 3.26666667]	0	0	
338	0.016	5.643	0	2.0	98	[3.3 3.3]	0	0	
339	0.017	5.660	0	2.0	99	[3.33333333 3.33333333]	0	0	
340	0.017	5.676	0	2.0	100	[3.36666667 3.36666667]	0	0	
341	0.017	5.693	0	2.0	101	[3.4 3.4]	0	0	
342	0.017	5.710	0	2.0	102	[3.43333333 3.43333333]	0	0	
343	0.016	5.726	0	2.0	103	[3.46666667 3.46666667]	0	0	
344	0.017	5.744	0	2.0	104	[3.5 3.5]	0	0	
345	0.016	5.760	0	2.0	105	[3.53333333 3.53333333]	0	0	
346	0.016	5.776	0	2.0	106	[3.56666667 3.56666667]	0	0	
347	0.017	5.794	0	2.0	107	[3.6 3.6]	0	0	
348	0.016	5.810	0	2.0	108	[3.63333333 3.63333333]	0	0	
349	0.017	5.826	0	2.0	109	[3.66666667 3.66666667]	0	0	
350	0.017	5.843	0	2.0	110	[3.7 3.7]	0	0	
351	0.017	5.860	0	2.0	111	[3.73333333 3.73333333]	0	0	
352	0.016	5.876	0	2.0	112	[3.76666667 3.76666667]	0	0	
353	0.017	5.893	0	2.0	113	[3.8 3.8]	0	0	
354	0.017	5.910	0	2.0	114	[3.83333333 3.83333333]	0	0	
355	0.016	5.926	0	2.0	115	[3.86666667 3.86666667]	0	0	
356	0.017	5.943	0	2.0	116	[3.9 3.9]	0	0	
357	0.017	5.960	0	2.0	117	[3.93333333 3.93333333]	0	0	
358	0.016	5.976	0	2.0	118	[3.96666667 3.96666667]	0	0	
359	0.017	5.994	0	2.0	119	[4. 4.]	0	0	
360	0.016	6.010	0	2.0	120	[4.03333333 4.03333333]	0	0	
361	0.017	6.027	0	2.0	121	[4.06666667 4.06666667]	0	0	
362	0.017	6.043	0	2.0	122	[4.1 4.1]	0	0	
363	0.017	6.060	0	2.0	123	[4.13333333 4.13333333]	0	0	
364	0.016	6.076	0	2.0	124	[4.16666667 4.16666667]	0	0	
365	0.017	6.093	0	2.0	125	[4.2 4.2]	0	0	
366	0.017	6.110	0	2.0	126	[4.23333333 4.23333333]	0	0	
367	0.016	6.126	0	2.0	127	[4.26666667 4.26666667]	0	0	
368	0.017	6.144	0	2.0	128	[4.3 4.3]	0	0	
369	0.016	6.160	0	2.0	129	[4.33333333 4.33333333]	0	0	
370	0.017	6.176	0	2.0	130	[4.36666667 4.36666667]	0	0	
371	0.018	6.195	0	2.0	131	[4.4 4.4]	0	0	
372	0.015	6.210	0	2.0	132	[4.43333333 4.43333333]	0	0	
373	0.017	6.226	0	2.0	133	[4.46666667 4.46666667]	0	0	
374	0.017	6.244	0	2.0	134	[4.5 4.5]	0	0	
375	0.016	6.260	0	2.0	135	[4.53333333 4.53333333]	0	0	
376	0.017	6.276	0	2.0	136	[4.56666667 4.56666667]	0	0	
377	0.018	6.295	0	2.0	137	[4.6 4.6]	0	0	
378	0.016	6.310	0	2.0	138	[4.63333333 4.63333333]	0	0	
379	0.017	6.327	0	2.0	139	[4.66666667 4.66666667]	0	0	
380	0.017	6.343	0	2.0	140	[4.7 4.7]	0	0	
381	0.017	6.360	0	2.0	141	[4.73333333 4.73333333]	0	0	
382	0.016	6.377	0	2.0	142	[4.76666667 4.76666667]	0	0	
383	0.017	6.393	0	2.0	143	[4.8 4.8]	0	0	
384	0.017	6.410	0	2.0	144	[4.83333333 4.83333333]	0	0	
385	0.017	6.427	0	2.0	145	[4.86666667 4.86666667]	0	0	
386	0.017	6.443	0	2.0	146	[4.9 4.9]	0	0	
387	0.017	6.460	0	2.0	147	[4.93333333 4.93333333]	0	0	
388	0.017	6.477	0	2.0	148	[4.96666667 4.96666667]	0	0	
389	0.016	6.493	0	2.0	149	[5. 5.]	0	0	
390	0.017	6.511	0	2.0	150	[5.03333333 5.03333333]	0	0	
391	0.016	6.527	0	2.0	151	[5.06666667 5.06666667]	0	0	
392	0.016	6.543	0	2.0	152	[5.1 5.1]	0	0	
393	0.017	6.560	0	2.0	153	[5.13333333 5.13333333]	0	0	
394	0.016	6.577	0	2.0	154	[5.16666667 5.16666667]	0	0	
395	0.017	6.593	0	2.0	155	[5.2 5.2]	0	0	
396	0.017	6.610	0	2.0	156	[5.23333333 5.23333333]	0	0	
397	0.016	6.627	0	2.0	157	[5.26666667 5.26666667]	0	0	
398	0.017	6.644	0	2.0	158	[5.3 5.3]	0	0	
399	0.016	6.660	0	2.0	159	[5.33333333 5.33333333]	0	0	
400	0.017	6.677	0	2.0	160	[5.36666667 5.36666667]	0	0	
401	0.017	6.693	0	2.0	161	[5.4 5.4]	0	0	
402	0.017	6.710	0	2.0	162	[5.43333333 5.43333333]	0	0	
403	0.017	6.727	0	2.0	163	[5.46666667 5.46666667]	0	0	
404	0.016	6.743	0	2.0	164	[5.5 5.5]	0	0	
405	0.017	6.761	0	2.0	165	[5.53333333 5.53333333]	0	0	
406	0.016	6.777	0	2.0	166	[5.56666667 5.56666667]	0	0	
407	0.017	6.793	0	2.0	167	[5.6 5.6]	0	0	
408	0.017	6.810	0	2.0	168	[5.63333333 5.63333333]	0	0	
409	0.017	6.827	0	2.0	169	[5.66666667 5.66666667]	0	0	
410	0.016	6.843	0	2.0	170	[5.7 5.7]	0	0	
411	0.017	6.860	0	2.0	171	[5.73333333 5.73333333]	0	0	
412	0.017	6.877	0	2.0	172	[5.76666667 5.76666667]	0	0	
413	0.016	6.893	0	2.0	173	[5.8 5.8]	0	0	
414	0.017	6.910	0	2.0	174	[5.83333333 5.83333333]	0	0	
415	0.017	6.927	0	2.0	175	[5.86666667 5.86666667]	0	0	
416	0.016	6.943	0	2.0	176	[5.9 5.9]	0	0	
417	0.017	6.961	0	2.0	177	[5.93333333 5.93333333]	0	0	
418	0.016	6.977	0	2.0	178	[5.96666667 5.96666667]	0	0	
419	0.017	6.993	0	2.0	179	[6. 6.]	0	0	
420	0.017	7.010	0	2.0	180	[6.03333333 6.03333333]	0	0	
