sample_num	sample_time	sampling_interval	imaging_frame	frame_time	stimulus_epoch	stim_frame	epoch_time	stim_info1	stim_info2	stim_info3	
1	0.021	0.021	0	1.0	1	0.021	[0. 0.]	0	0	
2	0.037	0.015	0	1.0	2	0.037	[0. 0.]	0	0	
3	0.053	0.016	0	1.0	3	0.053	[0. 0.]	0	0	
4	0.069	0.017	0	1.0	4	0.070	[0. 0.]	0	0	
5	0.086	0.017	0	1.0	5	0.086	[0. 0.]	0	0	
6	0.103	0.017	0	1.0	6	0.103	[0. 0.]	0	0	
7	0.120	0.017	0	1.0	7	0.120	[0. 0.]	0	0	
8	0.136	0.017	0	1.0	8	0.136	[0. 0.]	0	0	
9	0.153	0.017	0	1.0	9	0.153	[0. 0.]	0	0	
10	0.170	0.017	0	1.0	10	0.170	[0. 0.]	0	0	
11	0.187	0.017	0	1.0	11	0.187	[0. 0.]	0	0	
12	0.203	0.016	0	1.0	12	0.203	[0. 0.]	0	0	
13	0.220	0.017	0	1.0	13	0.220	[0. 0.]	0	0	
14	0.238	0.018	0	1.0	14	0.238	[0. 0.]	0	0	
15	0.253	0.015	0	1.0	15	0.253	[0. 0.]	0	0	
16	0.277	0.024	0	1.0	16	0.277	[0. 0.]	0	0	
17	0.288	0.011	0	1.0	17	0.288	[0. 0.]	0	0	
18	0.305	0.016	0	1.0	18	0.305	[0. 0.]	0	0	
19	0.320	0.016	0	1.0	19	0.320	[0. 0.]	0	0	
20	0.338	0.017	0	1.0	20	0.338	[0. 0.]	0	0	
21	0.355	0.017	0	1.0	21	0.355	[0. 0.]	0	0	
22	0.371	0.016	0	1.0	22	0.371	[0. 0.]	0	0	
23	0.388	0.017	0	1.0	23	0.388	[0. 0.]	0	0	
24	0.403	0.015	0	1.0	24	0.403	[0. 0.]	0	0	
25	0.420	0.016	0	1.0	25	0.420	[0. 0.]	0	0	
26	0.436	0.017	0	1.0	26	0.436	[0. 0.]	0	0	
